muestra,t,M 5A,DUT 30A,
36,18656,5.545,226.172,
37,19189,6.253,223.454,
38,19720,6.094,223.391,
39,20253,5.807,224.233,
40,20782,6.064,225.732,
41,21313,5.922,226.844,
42,21846,6.072,221.326,
43,22378,6.218,222.784,
44,22910,6.086,220.975,
45,23443,5.496,215.352,
46,23978,6.718,182.323,
47,24508,5.561,133.861,
48,25041,6.130,140.814,
49,25573,6.027,138.309,
50,26106,5.776,138.272,
muestra,t,M 5A,DUT 30A,
2,539,5.929,135.202,
3,1071,5.673,151.168,
4,1604,4.975,219.577,
5,2136,5.594,226.758,
6,2669,5.390,217.494,
7,3201,6.968,216.701,
8,3731,5.853,221.304,
9,4264,5.997,223.914,
10,4795,5.626,218.056,
11,5332,5.689,219.756,
12,5866,5.440,219.445,
13,6397,6.459,221.312,
14,6929,5.480,224.809,
15,7459,5.320,220.172,
16,7992,5.861,220.065,
17,8525,5.100,221.626,
18,9057,5.480,220.256,
19,9590,5.853,216.840,
20,10123,6.203,220.065,
21,10654,6.282,218.575,
22,11222,4.945,220.770,
23,11752,5.906,216.984,
24,12285,5.997,224.405,
25,12816,5.967,222.027,
26,13350,5.982,220.887,
27,13880,6.745,221.429,
28,14414,5.673,226.459,
29,14944,5.480,223.929,
30,15479,6.642,231.292,
31,16027,6.347,222.508,
32,16575,5.626,229.172,
33,17107,6.304,218.189,
34,17639,5.496,226.873,
35,18171,5.245,220.726,
36,18702,5.617,227.921,
37,19236,6.166,226.111,
38,19768,5.364,225.814,
39,20302,6.492,224.750,
40,20834,5.513,228.762,
41,21366,6.838,219.903,
42,21898,6.569,227.727,
43,22431,5.914,222.701,
44,22964,6.942,223.263,
45,23496,5.929,229.596,
46,24028,6.211,143.640,
47,24561,6.064,135.322,
48,25094,6.705,137.275,
49,25626,6.093,132.330,
muestra,t,M 5A,DUT 30A,
2,543,6.824,134.729,
3,1078,5.868,146.326,
4,1608,6.145,226.944,
5,2141,6.798,223.596,
6,2672,5.610,225.599,
7,3206,5.929,227.406,
8,3737,5.421,224.795,
9,4269,6.332,217.565,
10,4801,5.228,224.391,
11,5335,5.273,216.348,
12,5867,5.736,227.371,
13,6401,6.004,226.496,
14,6933,6.347,229.934,
15,7465,6.012,228.706,
16,7997,6.514,229.313,
17,8529,5.744,226.091,
18,9061,5.313,221.151,
19,9594,5.922,218.026,
20,10125,6.145,224.564,
21,10658,6.637,228.536,
22,11196,5.211,231.071,
23,11727,5.561,246.379,
24,12260,5.642,244.056,
25,12792,6.890,229.948,
26,13325,5.799,227.741,
27,13856,6.064,225.098,
28,14390,6.629,227.619,
29,14922,6.705,222.144,
30,15456,6.275,226.473,
31,15987,5.760,216.830,
32,16519,5.952,222.246,
33,17050,5.822,229.142,
34,17584,5.650,224.247,
35,18116,5.799,228.167,
36,18649,6.012,221.779,
37,19181,5.830,222.391,
38,19714,5.814,222.813,
39,20245,5.837,226.449,
40,20777,6.912,222.211,
41,21309,5.845,223.350,
42,21848,5.522,227.051,
43,22379,6.042,225.714,
44,22912,6.160,228.776,
45,23451,6.509,228.049,
46,23985,6.137,218.279,
47,24517,6.116,137.181,
48,25049,6.116,136.067,
49,25581,7.184,136.566,
50,26148,6.332,132.988,
muestra,t,M 5A,DUT 30A,
2,541,5.357,134.123,
3,1073,6.253,142.888,
4,1607,6.696,219.459,
5,2138,6.145,218.648,
6,2671,5.830,220.873,
7,3202,5.982,215.517,
8,3734,6.624,220.829,
9,4266,5.752,218.752,
10,4800,7.023,220.311,
11,5332,5.982,225.499,
12,5870,6.998,224.535,
13,6403,5.610,221.370,
14,6934,5.876,225.757,
15,7467,6.145,226.330,
16,8000,6.064,223.439,
17,8533,6.597,227.101,
18,9065,6.078,214.369,
19,9598,5.967,220.447,
20,10132,5.853,221.495,
21,10668,6.389,227.841,
22,11199,5.464,224.463,
23,11730,5.975,228.077,
24,12262,5.752,223.379,
25,12795,5.705,225.714,
26,13325,5.337,225.271,
27,13858,6.610,225.298,
28,14390,6.445,218.574,
29,14923,5.845,218.352,
30,15455,5.464,221.282,
31,15988,5.922,226.258,
32,16524,5.752,219.387,
33,17058,6.145,222.508,
34,17589,6.086,225.829,
35,18123,6.290,221.779,
36,18653,5.313,223.016,
37,19187,5.496,227.471,
38,19718,6.610,226.487,
39,20252,6.189,226.687,
40,20783,5.529,227.826,
41,21318,5.989,225.224,
42,21850,6.057,224.131,
43,22383,5.845,231.533,
44,22913,5.914,228.958,
45,23447,6.027,229.610,
46,23978,6.042,183.667,
47,24512,6.842,135.035,
48,25044,5.876,133.449,
49,25577,6.459,135.137,
50,26109,5.799,136.424,
muestra,t,M 5A,DUT 30A,
2,544,5.944,132.428,
3,1076,5.545,145.916,
4,1609,6.093,212.281,
5,2141,6.501,214.750,
6,2683,6.160,223.625,
7,3226,5.673,218.619,
8,3759,6.332,222.799,
9,4290,6.431,217.342,
10,4823,6.101,223.842,
11,5354,6.824,220.843,
12,5887,6.189,222.260,
13,6418,5.705,223.045,
14,6951,6.838,227.129,
15,7483,5.364,227.229,
16,8017,5.959,222.672,
17,8547,5.990,220.363,
18,9079,6.189,220.109,
19,9612,5.626,220.535,
20,10145,5.914,220.487,
21,10678,6.174,219.269,
22,11211,6.972,232.406,
23,11748,6.772,226.144,
24,12282,5.480,226.573,
25,12812,6.745,214.101,
26,13346,5.937,226.387,
27,13878,5.545,224.117,
28,14445,5.689,223.567,
29,14976,6.798,226.330,
30,15509,7.320,230.833,
31,16041,5.642,225.614,
32,16572,6.094,228.376,
33,17106,5.989,221.086,
34,17637,6.646,223.376,
35,18170,6.669,227.051,
36,18703,6.332,221.794,
37,19237,6.656,228.864,
38,19769,7.079,228.745,
39,20300,5.464,224.838,
40,20832,5.633,226.033,
41,21364,5.776,227.307,
42,21915,5.561,222.769,
43,22448,5.682,225.453,
44,22980,4.084,233.224,
45,23512,6.072,237.822,
46,24044,5.194,210.056,
47,24576,6.012,150.717,
48,25107,5.159,140.952,
49,25640,4.939,141.594,
50,26170,4.890,137.181,
muestra,t,M 5A,DUT 30A,
2,540,5.374,134.556,
3,1071,5.106,151.723,
4,1604,4.847,218.663,
5,2135,4.581,220.926,
6,2668,5.618,223.020,
7,3200,5.698,226.268,
8,3734,5.563,218.295,
9,4266,5.256,223.353,
10,4800,5.323,226.553,
11,5330,5.578,228.125,
12,5863,4.502,223.829,
13,6398,5.578,225.470,
14,6932,4.422,224.607,
15,7463,5.100,220.369,
16,7996,4.697,225.439,
17,8529,4.829,222.251,
18,9062,4.939,221.669,
19,9593,5.783,219.269,
20,10127,5.618,225.037,
21,10659,4.975,228.030,
22,11192,5.791,222.469,
23,11723,4.722,235.566,
24,12256,5.424,234.728,
25,12787,5.513,231.239,
26,13319,5.705,237.700,
27,13851,6.049,232.974,
28,14383,4.798,240.502,
29,14914,5.390,240.140,
30,15447,5.340,235.552,
31,15979,4.847,238.291,
32,16511,4.587,236.307,
33,17049,5.868,233.625,
34,17580,5.752,237.454,
35,18113,5.357,234.356,
36,18644,5.529,241.616,
37,19177,5.506,229.118,
38,19708,4.981,234.919,
39,20241,5.682,239.588,
40,20772,5.017,233.399,
41,21304,6.696,235.469,
42,21837,4.735,233.708,
43,22368,5.554,233.943,
44,22902,5.440,238.304,
45,23438,4.575,235.852,
46,23970,5.440,164.483,
47,24503,5.706,150.738,
48,25036,4.921,142.707,
49,25569,5.618,151.102,
muestra,t,M 5A,DUT 30A,
2,540,5.256,146.436,
3,1071,4.697,158.831,
4,1609,5.307,226.054,
5,2139,4.462,231.347,
6,2708,5.367,233.147,
7,3239,6.736,232.503,
8,3770,5.330,231.141,
9,4303,5.307,237.585,
10,4835,5.745,226.468,
11,5367,5.152,233.639,
12,5899,5.783,234.657,
13,6431,5.602,239.237,
14,6964,5.187,237.422,
15,7497,5.093,238.621,
16,8030,5.522,236.113,
17,8563,5.400,232.164,
18,9096,6.064,235.236,
19,9629,5.005,231.274,
20,10161,4.606,228.266,
21,10694,5.570,232.614,
22,11226,5.745,229.821,
23,11759,6.011,231.400,
24,12297,6.034,233.044,
25,12831,5.722,230.535,
26,13362,5.187,232.433,
27,13896,6.253,227.960,
28,14427,6.710,229.019,
29,14961,5.861,231.886,
30,15507,5.675,225.308,
31,16045,6.078,219.886,
32,16578,5.111,226.789,
33,17110,6.838,231.463,
34,17643,5.300,232.580,
35,18176,6.894,231.403,
36,18708,5.602,232.822,
37,19241,6.078,229.948,
38,19773,5.822,224.722,
39,20305,5.480,231.882,
40,20835,5.626,228.748,
41,21368,5.673,225.986,
42,21899,5.340,223.223,
43,22432,5.124,225.355,
44,22966,5.159,227.201,
45,23500,5.838,229.723,
46,24031,4.993,228.243,
47,24565,5.845,144.041,
48,25095,5.447,149.510,
49,25628,6.093,143.878,
50,26160,5.290,142.684,
muestra,t,M 5A,DUT 30A,
2,538,4.884,140.127,
3,1069,5.610,163.728,
4,1601,5.152,227.222,
5,2134,4.659,227.463,
6,2667,4.951,230.284,
7,3199,6.042,230.735,
8,3732,5.249,225.879,
9,4265,5.682,221.101,
10,4796,4.866,215.466,
11,5330,5.204,223.382,
12,5861,4.639,219.386,
13,6394,5.578,222.188,
14,6925,5.506,216.691,
15,7463,6.049,221.086,
16,7996,5.706,221.952,
17,8528,5.673,223.176,
18,9061,4.975,219.371,
19,9593,5.570,216.004,
20,10125,5.029,221.990,
21,10658,5.698,224.103,
22,11191,5.531,221.938,
23,11724,6.004,226.468,
24,12257,5.538,226.054,
25,12788,5.594,222.929,
26,13321,5.390,223.194,
27,13853,5.602,218.944,
28,14385,5.899,217.880,
29,14918,5.989,222.251,
30,15450,4.703,223.002,
31,15982,5.853,222.861,
32,16514,5.682,221.524,
33,17047,6.034,222.904,
34,17618,4.360,216.616,
35,18150,5.753,222.518,
36,18684,5.374,211.213,
37,19216,4.933,217.497,
38,19749,6.239,225.066,
39,20281,5.146,222.170,
40,20814,5.952,221.312,
41,21365,5.290,220.282,
42,21899,5.180,225.451,
43,22431,4.678,213.252,
44,22964,5.457,222.919,
45,23496,5.634,224.722,
46,24029,5.666,144.907,
47,24561,5.538,141.069,
48,25094,5.489,134.939,
49,25624,5.447,134.199,
muestra,t,M 5A,DUT 30A,
2,537,6.750,141.343,
3,1071,5.506,148.863,
4,1602,5.152,217.286,
5,2141,4.722,212.035,
6,2676,4.785,218.664,
7,3206,4.866,213.569,
8,3739,6.049,216.631,
9,4271,6.506,218.235,
10,4804,6.395,219.342,
11,5335,4.975,214.113,
12,5868,5.760,219.930,
13,6399,5.967,223.118,
14,6931,5.561,215.667,
15,7463,4.975,217.152,
16,7994,5.296,218.619,
17,8526,5.602,214.670,
18,9057,4.626,218.145,
19,9590,4.672,221.386,
20,10123,5.952,221.560,
21,10659,5.011,221.902,
22,11189,5.374,217.256,
23,11722,5.232,224.405,
24,12255,6.437,219.974,
25,12786,6.282,221.349,
26,13323,5.982,219.785,
27,13857,5.093,221.880,
28,14388,5.221,215.930,
29,14922,5.515,219.384,
30,15454,4.659,220.516,
31,15986,4.735,224.578,
32,16517,4.741,224.549,
33,17050,5.064,217.033,
34,17582,5.424,221.611,
35,18114,5.082,220.150,
36,18647,5.029,218.604,
37,19180,5.967,225.864,
38,19713,5.698,221.436,
39,20246,5.367,218.678,
40,20779,6.108,219.930,
41,21310,5.313,218.441,
42,21842,4.581,223.078,
43,22374,5.791,220.721,
44,22907,5.634,214.700,
45,23439,7.099,229.639,
46,23976,5.152,149.577,
47,24509,5.239,137.005,
48,25040,6.723,135.822,
49,25573,6.478,137.522,
muestra,t,M 5A,DUT 30A,
2,553,6.012,134.536,
3,1091,5.861,151.993,
4,1624,5.064,221.524,
5,2156,5.891,221.255,
6,2689,5.204,224.261,
7,3220,5.204,227.875,
8,3753,5.752,226.358,
9,4284,4.921,221.363,
10,4817,5.666,219.783,
11,5349,5.128,220.278,
12,5882,5.610,220.344,
13,6414,5.093,218.221,
14,6982,5.618,216.572,
15,7513,5.729,217.316,
16,8047,6.575,222.440,
17,8583,5.273,226.866,
18,9115,6.012,233.288,
19,9645,5.937,227.528,
20,10178,4.884,224.822,
21,10710,4.581,213.539,
22,11244,5.367,221.938,
23,11776,5.239,214.414,
24,12308,5.357,215.795,
25,12840,4.854,223.060,
26,13372,5.522,221.261,
27,13905,5.029,217.598,
28,14438,4.633,220.862,
29,14970,5.159,220.975,
30,15503,5.256,222.266,
31,16036,4.754,222.832,
32,16568,4.993,222.033,
33,17102,5.698,218.619,
34,17633,5.861,226.144,
35,18165,6.318,219.358,
36,18696,5.673,220.006,
37,19234,4.902,217.568,
38,19764,5.424,214.851,
39,20298,5.313,224.737,
40,20828,5.650,224.808,
41,21362,4.810,222.716,
42,21894,5.340,217.360,
43,22427,5.279,219.299,
44,22957,4.703,222.217,
45,23491,4.773,222.266,
46,24022,5.117,138.668,
47,24557,5.706,133.735,
48,25088,6.282,138.668,
49,25622,4.957,132.914,
muestra,t,M 5A,DUT 30A,
2,540,5.323,135.940,
3,1071,5.204,146.105,
4,1604,4.606,216.924,
5,2135,4.975,220.062,
6,2667,5.982,218.026,
7,3198,4.902,216.169,
8,3736,5.221,217.405,
9,4269,5.499,212.570,
10,4800,6.651,218.486,
11,5332,5.538,217.286,
12,5865,5.570,219.400,
13,6397,6.166,213.751,
14,6946,5.239,217.390,
15,7479,5.340,216.243,
16,8011,6.310,211.656,
17,8544,6.049,222.121,
18,9075,5.273,218.264,
19,9608,6.933,218.220,
20,10140,5.538,213.917,
21,10673,5.853,217.316,
22,11205,6.012,223.060,
23,11737,6.437,221.393,
24,12269,5.117,213.932,
25,12801,5.989,217.805,
26,13334,5.791,217.464,
27,13866,5.899,217.123,
28,14396,5.791,221.188,
29,14929,6.395,220.882,
30,15461,5.211,220.960,
31,15993,5.407,214.881,
32,16524,5.347,223.654,
33,17057,5.152,217.197,
34,17589,6.210,221.086,
35,18120,5.561,218.530,
36,18652,6.395,214.805,
37,19185,6.049,216.601,
38,19718,6.316,222.068,
39,20251,5.357,218.826,
40,20783,6.310,221.086,
41,21317,6.710,223.439,
42,21848,6.093,217.494,
43,22414,5.313,215.682,
44,22946,6.998,220.867,
45,23479,5.884,221.261,
46,24009,6.275,220.960,
47,24542,6.231,148.174,
48,25084,5.221,133.665,
49,25615,5.340,133.738,
50,26145,5.457,136.107,
muestra,t,M 5A,DUT 30A,
2,538,5.563,132.453,
3,1072,5.791,149.987,
4,1604,5.076,216.592,
5,2138,5.390,215.226,
6,2669,5.273,213.856,
7,3201,5.228,218.308,
8,3732,5.290,213.221,
9,4266,6.367,218.486,
10,4797,5.374,221.247,
11,5329,5.610,222.929,
12,5860,6.224,217.509,
13,6394,6.181,220.472,
14,6925,6.166,221.334,
15,7459,6.078,221.407,
16,7989,5.729,217.553,
17,8522,6.123,215.526,
18,9054,5.506,218.590,
19,9605,6.542,218.530,
20,10137,6.534,222.106,
21,10670,5.783,223.002,
22,11202,5.891,220.256,
23,11734,6.218,219.018,
24,12277,6.842,219.194,
25,12815,6.678,221.385,
26,13348,5.424,214.022,
27,13880,6.985,218.146,
28,14414,5.602,211.122,
29,14946,6.361,221.575,
30,15478,6.064,222.716,
31,16011,6.678,217.981,
32,16544,6.108,226.411,
33,17076,6.528,215.367,
34,17608,5.390,218.427,
35,18141,6.528,221.531,
36,18674,5.618,219.812,
37,19207,5.296,219.609,
38,19739,5.538,218.028,
39,20277,6.942,225.025,
40,20808,7.175,219.062,
41,21342,5.721,222.551,
42,21874,5.791,221.072,
43,22408,6.012,219.697,
44,22939,6.478,220.809,
45,23473,6.174,223.089,
46,24005,6.137,211.641,
47,24539,5.876,142.641,
48,25071,6.004,140.656,
49,25605,5.594,137.676,
50,26135,5.397,138.402,
muestra,t,M 5A,DUT 30A,
2,539,5.407,138.505,
3,1072,5.642,153.758,
4,1603,5.578,215.006,
5,2136,6.130,212.782,
6,2668,5.838,217.152,
7,3201,5.830,218.974,
8,3733,6.239,217.435,
9,4270,6.417,219.933,
10,4803,5.861,220.094,
11,5334,5.529,215.006,
12,5868,5.029,219.312,
13,6400,5.262,224.218,
14,6933,5.783,214.614,
15,7465,5.545,218.382,
16,7999,6.166,218.250,
17,8530,5.642,216.357,
18,9065,6.181,220.135,
19,9595,5.454,221.406,
20,10162,5.245,218.722,
21,10694,6.556,221.502,
22,11225,6.332,224.564,
23,11758,6.501,227.386,
24,12290,5.814,219.122,
25,12823,5.513,223.118,
26,13353,5.487,219.729,
27,13886,5.814,222.842,
28,14418,5.752,213.677,
29,14956,5.914,222.774,
30,15489,5.952,218.989,
31,16021,5.273,216.840,
32,16554,5.658,226.516,
33,17087,5.713,222.222,
34,17620,5.529,222.115,
35,18151,5.578,217.238,
36,18702,6.123,220.399,
37,19234,5.578,216.476,
38,19766,5.658,221.794,
39,20298,4.890,220.124,
40,20832,5.538,220.340,
41,21363,6.473,220.902,
42,21896,6.389,216.895,
43,22428,4.981,223.625,
44,22961,5.296,225.714,
45,23493,5.496,224.319,
46,24026,5.830,179.658,
47,24557,6.027,137.322,
48,25090,5.330,135.256,
49,25627,5.594,133.571,
50,26158,5.296,137.793,
muestra,t,M 5A,DUT 30A,
2,539,6.116,135.448,
3,1072,5.390,149.231,
4,1603,5.480,214.131,
5,2137,5.256,217.197,
6,2669,5.594,217.506,
7,3202,5.586,216.736,
8,3734,5.347,214.131,
9,4267,5.100,217.182,
10,4799,5.642,215.081,
11,5332,5.489,218.855,
12,5866,5.989,221.218,
13,6398,5.799,223.625,
14,6930,7.221,218.500,
15,7463,5.340,217.316,
16,7994,5.183,218.470,
17,8526,6.145,218.767,
18,9058,5.997,218.752,
19,9596,6.078,220.003,
20,10127,5.861,216.581,
21,10659,6.501,220.139,
22,11196,5.845,216.984,
23,11726,6.745,211.117,
24,12257,5.364,216.925,
25,12790,7.171,220.227,
26,13321,6.347,216.925,
27,13852,5.728,219.315,
28,14385,6.842,215.675,
29,14916,6.312,219.419,
30,15449,5.914,222.179,
31,15982,6.072,225.039,
32,16512,5.768,224.405,
33,17046,5.381,219.358,
34,17578,5.554,222.208,
35,18111,5.990,221.362,
36,18643,5.807,222.571,
37,19177,5.799,217.758,
38,19709,5.822,218.220,
39,20247,5.330,219.196,
40,20779,4.975,218.486,
41,21312,5.545,223.031,
42,21843,6.389,224.722,
43,22376,5.922,224.044,
44,22909,6.195,222.919,
45,23440,6.578,222.284,
46,23973,6.210,182.673,
47,24514,5.783,139.195,
48,25080,6.332,138.356,
49,25613,6.130,138.168,
50,26145,5.634,135.584,
muestra,t,M 5A,DUT 30A,
2,539,6.514,138.215,
3,1070,6.556,151.232,
4,1603,5.658,216.342,
5,2134,5.891,215.472,
6,2668,6.492,220.194,
7,3199,4.835,210.887,
8,3733,6.123,220.047,
9,4269,5.117,208.568,
10,4803,5.705,213.420,
11,5334,5.381,210.733,
12,5868,5.480,223.871,
13,6398,5.381,217.506,
14,6933,6.829,218.250,
15,7463,5.176,219.535,
16,7996,5.464,221.633,
17,8528,5.496,220.359,
18,9062,6.310,224.377,
19,9593,5.397,217.416,
20,10127,6.324,223.944,
21,10658,5.814,215.817,
22,11191,6.101,224.679,
23,11723,6.290,220.623,
24,12257,5.506,217.731,
25,12789,5.705,219.328,
26,13321,6.713,225.588,
27,13852,5.814,220.241,
28,14385,5.262,220.418,
29,14935,6.027,217.342,
30,15467,4.835,222.391,
31,15999,6.290,218.174,
32,16532,4.993,215.915,
33,17064,5.100,218.309,
34,17598,5.729,220.399,
35,18130,4.884,219.268,
36,18663,6.108,225.939,
37,19195,5.464,218.293,
38,19727,5.489,219.076,
39,20261,5.745,219.445,
40,20793,5.357,223.728,
41,21325,5.689,216.342,
42,21858,5.489,223.194,
43,22390,5.194,216.820,
44,22923,5.650,221.466,
45,23455,5.689,217.163,
46,23987,5.176,219.417,
47,24519,5.594,185.892,
48,25050,6.583,140.515,
49,25587,5.682,135.822,
50,26120,5.602,136.840,
51,26651,6.042,138.356,
muestra,t,M 5A,DUT 30A,
2,538,4.187,134.456,
3,1071,6.189,146.071,
4,1604,6.026,221.240,
5,2137,5.891,217.282,
6,2668,5.323,213.070,
7,3216,6.086,216.222,
8,3747,5.944,216.333,
9,4280,5.906,216.102,
10,4811,5.673,218.974,
11,5343,5.982,221.765,
12,5876,5.082,220.267,
13,6408,6.691,215.502,
14,6941,6.195,220.282,
15,7473,5.071,217.907,
16,8004,5.650,224.247,
17,8538,6.239,218.988,
18,9070,5.221,220.940,
19,9608,5.424,220.750,
20,10142,6.296,221.057,
21,10672,6.012,223.871,
22,11206,5.959,217.716,
23,11738,5.397,226.044,
24,12304,5.626,223.422,
25,12835,6.514,220.697,
26,13367,5.176,218.841,
27,13899,7.096,221.458,
28,14430,5.159,217.758,
29,14964,5.989,217.301,
30,15497,5.489,221.101,
31,16030,5.618,223.598,
32,16563,5.187,220.018,
33,17096,4.975,220.735,
34,17628,5.752,223.089,
35,18160,5.729,220.809,
36,18693,4.816,218.367,
37,19224,6.431,219.181,
38,19757,5.752,219.800,
39,20293,7.396,221.815,
40,20827,4.561,223.771,
41,21360,5.350,214.395,
42,21893,6.610,222.697,
43,22424,5.473,222.135,
44,22958,6.304,219.461,
45,23494,5.899,220.472,
46,24025,5.799,177.793,
47,24556,4.522,140.541,
48,25090,5.974,138.482,
49,25621,5.239,135.083,
50,26155,5.000,137.605,
muestra,t,M 5A,DUT 30A,
2,540,4.773,136.130,
3,1071,4.735,148.798,
4,1603,5.922,217.014,
5,2134,5.642,216.521,
6,2666,5.626,213.844,
7,3199,6.181,215.645,
8,3731,5.752,222.595,
9,4268,5.689,220.006,
10,4798,5.658,219.269,
11,5331,4.981,219.609,
12,5863,5.586,220.076,
13,6397,5.440,220.355,
14,6928,4.722,223.914,
15,7462,5.745,220.355,
16,7993,5.176,220.785,
17,8526,5.457,219.871,
18,9069,5.666,225.625,
19,9608,5.783,217.476,
20,10140,4.340,223.194,
21,10673,5.194,221.195,
22,11204,5.330,216.446,
23,11736,5.752,218.856,
24,12269,5.586,221.232,
25,12801,5.799,223.524,
26,13332,6.261,221.969,
27,13864,5.330,220.241,
28,14395,5.000,213.268,
29,14933,5.176,215.142,
30,15463,5.513,220.858,
31,15996,5.937,219.402,
32,16527,6.290,219.947,
33,17059,5.673,220.770,
34,17591,6.723,221.597,
35,18125,6.310,222.600,
36,18656,6.431,221.326,
37,19190,6.324,219.224,
38,19721,5.330,222.798,
39,20255,5.713,223.757,
40,20787,5.117,218.472,
41,21321,5.868,220.633,
42,21853,5.689,222.653,
43,22386,6.985,220.501,
44,22917,6.261,220.931,
45,23450,6.487,219.299,
46,23981,5.159,187.297,
47,24514,5.262,139.288,
48,25045,5.194,135.591,
49,25582,5.017,140.007,
50,26115,4.975,135.679,
muestra,t,M 5A,DUT 30A,
2,569,5.650,138.388,
3,1103,5.424,157.361,
4,1634,6.851,214.207,
5,2168,6.026,214.621,
6,2700,5.279,213.161,
7,3232,5.618,220.531,
8,3766,6.181,221.291,
9,4298,5.273,221.830,
10,4832,5.698,229.723,
11,5363,5.944,219.239,
12,5896,6.624,217.297,
13,6427,5.464,214.976,
14,6959,6.929,215.502,
15,7490,6.514,218.145,
16,8023,5.313,217.014,
17,8554,5.736,217.877,
18,9087,6.253,218.427,
19,9617,5.374,223.251,
20,10150,5.431,219.668,
21,10681,5.642,220.931,
22,11215,5.323,222.019,
23,11746,5.937,221.502,
24,12280,5.340,221.203,
25,12811,5.799,218.486,
26,13344,5.117,222.368,
27,13877,6.829,222.643,
28,14410,6.520,221.334,
29,14943,5.822,209.171,
30,15476,4.957,219.445,
31,16024,6.811,222.987,
32,16557,6.057,219.476,
33,17088,6.318,220.256,
34,17622,5.374,219.076,
35,18153,5.658,223.364,
36,18686,5.822,222.788,
37,19218,5.053,222.217,
38,19751,5.390,216.139,
39,20303,5.300,216.889,
40,20833,5.650,220.604,
41,21368,4.866,222.004,
42,21899,4.600,226.025,
43,22432,5.822,221.188,
44,22963,6.389,220.682,
45,23496,4.735,229.779,
46,24028,5.713,223.382,
47,24561,5.650,137.264,
48,25091,4.981,136.210,
49,25623,6.174,141.135,
50,26155,6.296,136.509,
muestra,t,M 5A,DUT 30A,
2,538,5.642,137.582,
3,1071,5.899,153.665,
4,1602,5.522,216.631,
5,2135,5.713,218.973,
6,2667,5.239,213.161,
7,3200,5.760,216.572,
8,3732,4.716,216.243,
9,4263,5.170,219.076,
10,4795,5.554,220.194,
11,5327,4.665,226.601,
12,5859,6.224,223.005,
13,6391,4.854,220.594,
14,6923,4.829,218.471,
15,7456,5.035,221.239,
16,7987,6.367,218.649,
17,8520,4.945,221.151,
18,9052,5.659,215.594,
19,9585,7.146,220.521,
20,10123,4.496,217.052,
21,10654,4.754,218.855,
22,11186,4.456,220.964,
23,11720,6.042,221.326,
24,12251,5.538,222.121,
25,12784,5.513,219.461,
26,13315,4.462,220.413,
27,13849,5.713,216.079,
28,14380,6.239,219.297,
29,14914,6.750,222.933,
30,15517,5.071,217.521,
31,16054,6.011,224.663,
32,16588,4.620,216.557,
33,17120,5.570,226.966,
34,17653,5.506,215.046,
35,18186,4.555,215.653,
36,18738,5.323,223.598,
37,19271,6.019,212.934,
38,19804,5.838,221.902,
39,20335,5.447,222.348,
40,20867,5.937,220.388,
41,21399,5.245,221.165,
42,21930,6.542,222.784,
43,22462,6.803,221.057,
44,22995,5.407,217.583,
45,23526,5.783,219.579,
46,24057,5.480,140.768,
47,24591,5.187,135.202,
48,25122,4.909,139.567,
49,25659,5.634,135.488,
muestra,t,M 5A,DUT 30A,
2,537,5.245,139.752,
3,1070,4.975,144.080,
4,1601,4.319,216.124,
5,2134,6.064,218.693,
6,2666,4.975,218.752,
7,3199,6.108,219.768,
8,3730,5.529,213.131,
9,4263,5.745,220.531,
10,4796,5.152,215.720,
11,5328,5.937,221.078,
12,5859,6.004,215.136,
13,6392,4.741,215.382,
14,6923,5.239,221.436,
15,7457,6.267,224.679,
16,7989,5.698,218.826,
17,8522,5.783,220.021,
18,9053,4.902,222.309,
19,9586,6.877,220.344,
20,10118,5.064,218.914,
21,10656,5.760,222.614,
22,11190,5.547,216.190,
23,11722,5.642,226.401,
24,12256,5.768,222.242,
25,12788,5.279,223.132,
26,13320,6.282,217.494,
27,13853,6.534,225.868,
28,14386,5.807,219.959,
29,14917,5.891,216.999,
30,15448,5.159,212.553,
31,15981,5.117,224.060,
32,16512,5.642,222.711,
33,17044,5.561,219.888,
34,17575,5.194,223.045,
35,18108,4.921,220.311,
36,18640,5.381,219.535,
37,19173,5.506,224.247,
38,19705,5.729,225.310,
39,20237,6.224,218.782,
40,20770,4.927,223.103,
41,21308,5.554,224.146,
42,21841,4.847,216.333,
43,22373,4.614,216.622,
44,22905,6.042,221.560,
45,23439,5.563,215.205,
46,23971,5.464,192.848,
47,24515,4.854,136.921,
48,25067,4.703,134.921,
49,25603,5.290,141.708,
50,26137,5.602,135.131,
muestra,t,M 5A,DUT 30A,
2,539,5.071,136.566,
3,1071,5.383,148.065,
4,1605,5.666,215.675,
5,2137,5.317,216.086,
6,2671,5.791,218.235,
7,3201,5.000,216.357,
8,3735,4.401,215.286,
9,4265,5.397,221.560,
10,4835,4.896,220.322,
11,5371,5.357,223.208,
12,5903,4.214,214.384,
13,6434,5.673,218.930,
14,6967,5.489,218.442,
15,7499,6.381,218.722,
16,8033,6.316,217.793,
17,8565,5.522,220.779,
18,9098,6.794,219.780,
19,9630,5.610,219.962,
20,10162,5.029,221.334,
21,10694,6.389,221.633,
22,11226,5.489,221.655,
23,11758,5.053,222.973,
24,12291,4.575,221.517,
25,12823,6.261,225.068,
26,13355,5.204,229.005,
27,13888,6.353,226.881,
28,14420,6.034,222.193,
29,14953,5.489,222.309,
30,15485,6.750,216.944,
31,16023,5.642,224.449,
32,16554,5.868,222.904,
